Differential1,Differential2,Differential3,Emotion,Local_Timestamp
2465,2005,2120,Positive,2024-11-20 11:13:48.139
2454,2039,2138,Positive,2024-11-20 11:13:48.141
2389,1984,2101,Positive,2024-11-20 11:13:48.185
2493,1955,2151,Positive,2024-11-20 11:13:48.189
2405,2008,2177,Positive,2024-11-20 11:13:48.191
2809,2087,2252,Positive,2024-11-20 11:13:48.192
2223,1792,1959,Positive,2024-11-20 11:13:48.193
2702,1961,2385,Positive,2024-11-20 11:13:48.195
2251,1806,1968,Positive,2024-11-20 11:13:48.196
2423,2035,2145,Positive,2024-11-20 11:13:48.268
2423,1945,2134,Positive,2024-11-20 11:13:48.270
2398,1991,2118,Positive,2024-11-20 11:13:48.277
2749,2066,2256,Positive,2024-11-20 11:13:48.279
2198,1800,1962,Positive,2024-11-20 11:13:48.281
2688,2151,2370,Positive,2024-11-20 11:13:48.282
2192,1742,1904,Positive,2024-11-20 11:13:48.309
2499,2015,2169,Positive,2024-11-20 11:13:48.311
2457,1991,2137,Positive,2024-11-20 11:13:48.314
2373,1978,2115,Positive,2024-11-20 11:13:48.493
2450,1998,2133,Positive,2024-11-20 11:13:48.495
2350,2002,2093,Positive,2024-11-20 11:13:48.497
2689,2093,2242,Positive,2024-11-20 11:13:48.499
2230,1775,1957,Positive,2024-11-20 11:13:48.501
2726,2115,2385,Positive,2024-11-20 11:13:48.502
2172,1744,1904,Positive,2024-11-20 11:13:48.503
2517,2002,2172,Positive,2024-11-20 11:13:48.504
2430,2011,2143,Positive,2024-11-20 11:13:48.505
2417,1987,2125,Positive,2024-11-20 11:13:48.507
2657,2074,2218,Positive,2024-11-20 11:13:48.508
2225,1809,1958,Positive,2024-11-20 11:13:48.509
2823,2127,2384,Positive,2024-11-20 11:13:48.541
2149,1735,1890,Positive,2024-11-20 11:13:48.543
2628,2033,2195,Positive,2024-11-20 11:13:48.545
2387,2043,2132,Positive,2024-11-20 11:13:48.776
2640,2030,2200,Positive,2024-11-20 11:13:48.778
2404,2016,2156,Positive,2024-11-20 11:13:48.779
2435,1966,2107,Positive,2024-11-20 11:13:48.781
2668,2053,2197,Positive,2024-11-20 11:13:48.782
2225,1837,2015,Positive,2024-11-20 11:13:48.783
2750,2140,2395,Positive,2024-11-20 11:13:48.785
2123,1727,1900,Positive,2024-11-20 11:13:48.785
2644,2050,2239,Positive,2024-11-20 11:13:48.786
2419,2023,2132,Positive,2024-11-20 11:13:48.787
2443,1998,2119,Positive,2024-11-20 11:13:48.789
2616,2032,2175,Positive,2024-11-20 11:13:48.793
2265,1885,2057,Positive,2024-11-20 11:13:48.794
2744,2070,2368,Positive,2024-11-20 11:13:48.795
2144,1774,1913,Positive,2024-11-20 11:13:48.798
2824,2066,2298,Positive,2024-11-20 11:13:48.925
2176,1747,1904,Positive,2024-11-20 11:13:48.928
2728,2076,2244,Positive,2024-11-20 11:13:48.957
2483,2024,2129,Positive,2024-11-20 11:13:48.959
2383,1994,2112,Positive,2024-11-20 11:13:48.961
2532,2022,2158,Positive,2024-11-20 11:13:48.962
2321,1902,2086,Positive,2024-11-20 11:13:48.964
2741,2113,2338,Positive,2024-11-20 11:13:48.965
2155,1735,1914,Positive,2024-11-20 11:13:49.020
2745,2135,2308,Positive,2024-11-20 11:13:49.031
2453,2028,2130,Positive,2024-11-20 11:13:49.032
2307,2000,2108,Positive,2024-11-20 11:13:49.035
2524,2029,2150,Positive,2024-11-20 11:13:49.040
2345,1936,2015,Positive,2024-11-20 11:13:49.042
2783,2086,2413,Positive,2024-11-20 11:13:49.086
2163,1760,1889,Positive,2024-11-20 11:13:49.208
2737,2129,2372,Positive,2024-11-20 11:13:49.211
2190,1771,1943,Positive,2024-11-20 11:13:49.212
2767,2127,2369,Positive,2024-11-20 11:13:49.214
2414,1988,2124,Positive,2024-11-20 11:13:49.216
2427,1993,2093,Positive,2024-11-20 11:13:49.218
2500,2035,2126,Positive,2024-11-20 11:13:49.220
2271,1946,2095,Positive,2024-11-20 11:13:49.222
2823,2102,2337,Positive,2024-11-20 11:13:49.259
2204,1792,1954,Positive,2024-11-20 11:13:49.261
2714,2131,2401,Positive,2024-11-20 11:13:49.264
2335,1857,2032,Positive,2024-11-20 11:13:49.266
2443,2000,2133,Positive,2024-11-20 11:13:49.268
2453,2028,2141,Positive,2024-11-20 11:13:49.270
2380,1964,2096,Positive,2024-11-20 11:13:49.325
2780,2084,2290,Positive,2024-11-20 11:13:49.326
2219,1792,1967,Positive,2024-11-20 11:13:49.443
2767,2121,2316,Positive,2024-11-20 11:13:49.445
2181,1787,1959,Positive,2024-11-20 11:13:49.446
2716,2146,2401,Positive,2024-11-20 11:13:49.448
2363,1918,2055,Positive,2024-11-20 11:13:49.507
2512,1999,2169,Positive,2024-11-20 11:13:49.509
2485,2004,2143,Positive,2024-11-20 11:13:49.519
2379,1992,2093,Positive,2024-11-20 11:13:49.524
2815,2079,2279,Positive,2024-11-20 11:13:49.526
2073,1790,1956,Positive,2024-11-20 11:13:49.528
2690,2139,2395,Positive,2024-11-20 11:13:49.560
2237,1781,1936,Positive,2024-11-20 11:13:49.561
2434,2019,2143,Positive,2024-11-20 11:13:49.563
2390,2033,2144,Positive,2024-11-20 11:13:49.564
2411,1970,2117,Positive,2024-11-20 11:13:49.565
2794,2054,2255,Positive,2024-11-20 11:13:49.678
2397,2011,2105,Positive,2024-11-20 11:13:49.680
2781,2096,2257,Positive,2024-11-20 11:13:49.682
2205,1802,1963,Positive,2024-11-20 11:13:49.686
2767,2144,2383,Positive,2024-11-20 11:13:49.766
2162,1744,1904,Positive,2024-11-20 11:13:49.768
2548,2016,2148,Positive,2024-11-20 11:13:49.769
2479,2037,2151,Positive,2024-11-20 11:13:49.771
2395,1990,2108,Positive,2024-11-20 11:13:49.773
2753,2081,2245,Positive,2024-11-20 11:13:49.775
2221,1802,1957,Positive,2024-11-20 11:13:49.776
2734,2140,2406,Positive,2024-11-20 11:13:49.816
2157,1734,1898,Positive,2024-11-20 11:13:49.817
2619,2021,2194,Positive,2024-11-20 11:13:49.818
2444,2007,2144,Positive,2024-11-20 11:13:49.820
2443,1939,2097,Positive,2024-11-20 11:13:49.920
2447,2016,2151,Positive,2024-11-20 11:13:49.987
2364,1980,2122,Positive,2024-11-20 11:13:49.993
2704,2104,2211,Positive,2024-11-20 11:13:49.995
2235,1824,2000,Positive,2024-11-20 11:13:49.997
2749,2139,2371,Positive,2024-11-20 11:13:49.999
2129,1728,1904,Positive,2024-11-20 11:13:50.001
2644,2048,2193,Positive,2024-11-20 11:13:50.008
2394,2024,2126,Positive,2024-11-20 11:13:50.010
2420,1949,2121,Positive,2024-11-20 11:13:50.013
2612,2123,2202,Positive,2024-11-20 11:13:50.040
2266,1867,2042,Positive,2024-11-20 11:13:50.042
2780,2107,2336,Positive,2024-11-20 11:13:50.043
2160,1735,1905,Positive,2024-11-20 11:13:50.044
2705,2160,2216,Positive,2024-11-20 11:13:50.046
2415,1999,2136,Positive,2024-11-20 11:13:50.190
2741,2085,2304,Positive,2024-11-20 11:13:50.228
2392,2024,2133,Positive,2024-11-20 11:13:50.230
2384,1993,2126,Positive,2024-11-20 11:13:50.232
2746,2041,2178,Positive,2024-11-20 11:13:50.234
2302,1893,2073,Positive,2024-11-20 11:13:50.239
2704,2136,2438,Positive,2024-11-20 11:13:50.242
2141,1729,1903,Positive,2024-11-20 11:13:50.342
2798,2112,2362,Positive,2024-11-20 11:13:50.344
2458,2023,2144,Positive,2024-11-20 11:13:50.346
2462,1978,2107,Positive,2024-11-20 11:13:50.347
2587,2048,2146,Positive,2024-11-20 11:13:50.352
2321,1922,2107,Positive,2024-11-20 11:13:50.355
2682,2140,2383,Positive,2024-11-20 11:13:50.357
2173,1722,1937,Positive,2024-11-20 11:13:50.360
2732,2233,2578,Positive,2024-11-20 11:13:50.362
2375,1957,2114,Positive,2024-11-20 11:13:50.493
2757,2110,2290,Positive,2024-11-20 11:13:50.497
2427,2016,2126,Positive,2024-11-20 11:13:50.499
2427,1973,2122,Positive,2024-11-20 11:13:50.502
2551,2017,2147,Positive,2024-11-20 11:13:50.534
2318,1913,2069,Positive,2024-11-20 11:13:50.536
2824,2112,2338,Positive,2024-11-20 11:13:50.544
2171,1771,1936,Positive,2024-11-20 11:13:50.546
2835,2116,2357,Positive,2024-11-20 11:13:50.547
2419,1981,2097,Positive,2024-11-20 11:13:50.549
2501,2001,2131,Positive,2024-11-20 11:13:50.722
2439,2025,2149,Positive,2024-11-20 11:13:50.724
2369,1953,2105,Positive,2024-11-20 11:13:50.726
2831,2099,2347,Positive,2024-11-20 11:13:50.727
2177,1781,1952,Positive,2024-11-20 11:13:50.729
2724,2109,2417,Positive,2024-11-20 11:13:50.739
2187,1776,1951,Positive,2024-11-20 11:13:50.741
2702,2120,2403,Positive,2024-11-20 11:13:50.743
2363,1931,2060,Positive,2024-11-20 11:13:50.744
2473,1994,2116,Positive,2024-11-20 11:13:50.767
2503,2022,2159,Positive,2024-11-20 11:13:50.769
2409,1946,2079,Positive,2024-11-20 11:13:50.770
2740,2114,2288,Positive,2024-11-20 11:13:50.772
2199,1799,1962,Positive,2024-11-20 11:13:50.773
2714,2133,2411,Positive,2024-11-20 11:13:50.774
2231,1803,1949,Positive,2024-11-20 11:13:50.833
2522,1994,2216,Positive,2024-11-20 11:13:50.836
2490,2033,2131,Positive,2024-11-20 11:13:50.838
2403,2005,2112,Positive,2024-11-20 11:13:50.936
2717,2085,2252,Positive,2024-11-20 11:13:50.939
2204,1807,1961,Positive,2024-11-20 11:13:50.953
2792,2140,2299,Positive,2024-11-20 11:13:50.955
2197,1786,1951,Positive,2024-11-20 11:13:50.956
2729,2040,2417,Positive,2024-11-20 11:13:50.997
2175,1670,1914,Positive,2024-11-20 11:13:50.999
2532,1991,2153,Positive,2024-11-20 11:13:51.064
2385,2027,2144,Positive,2024-11-20 11:13:51.066
2382,1936,2105,Positive,2024-11-20 11:13:51.068
2696,2072,2250,Positive,2024-11-20 11:13:51.069
2215,1793,1969,Positive,2024-11-20 11:13:51.083
2742,2131,2402,Positive,2024-11-20 11:13:51.085
2133,1729,1891,Positive,2024-11-20 11:13:51.086
2606,2035,2200,Positive,2024-11-20 11:13:51.090
2463,2029,2138,Positive,2024-11-20 11:13:51.091
2454,1997,2167,Positive,2024-11-20 11:13:51.225
2680,2068,2203,Positive,2024-11-20 11:13:51.229
2368,2001,2113,Positive,2024-11-20 11:13:51.323
2766,2031,2225,Positive,2024-11-20 11:13:51.325
2210,1811,1984,Positive,2024-11-20 11:13:51.327
2730,2151,2368,Positive,2024-11-20 11:13:51.329
2137,1718,1888,Positive,2024-11-20 11:13:51.331
2666,2038,2200,Positive,2024-11-20 11:13:51.333
2428,2023,2138,Positive,2024-11-20 11:13:51.335
2464,1982,2093,Positive,2024-11-20 11:13:51.335
2605,2042,2205,Positive,2024-11-20 11:13:51.338
2265,1858,2005,Positive,2024-11-20 11:13:51.340
2741,2124,2348,Positive,2024-11-20 11:13:51.342
2166,1753,1919,Positive,2024-11-20 11:13:51.343
2635,2045,2247,Positive,2024-11-20 11:13:51.344
2303,2008,2139,Positive,2024-11-20 11:13:51.345
2403,1991,2127,Positive,2024-11-20 11:13:51.346
2594,2027,2155,Positive,2024-11-20 11:13:51.477
2395,2012,2106,Positive,2024-11-20 11:13:51.479
2708,2200,2221,Positive,2024-11-20 11:13:51.481
2241,1846,2015,Positive,2024-11-20 11:13:51.483
2704,2134,2399,Positive,2024-11-20 11:13:51.484
2135,1730,1906,Positive,2024-11-20 11:13:51.485
2636,2065,2273,Positive,2024-11-20 11:13:51.539
2433,2016,2135,Positive,2024-11-20 11:13:51.541
2391,1982,2114,Positive,2024-11-20 11:13:51.543
2628,2021,2191,Positive,2024-11-20 11:13:51.545
2298,1895,2069,Positive,2024-11-20 11:13:51.547
2724,2130,2374,Positive,2024-11-20 11:13:51.548
2117,1755,1927,Positive,2024-11-20 11:13:51.549
2722,2079,2312,Positive,2024-11-20 11:13:51.598
2391,2000,2129,Positive,2024-11-20 11:13:51.601
2441,1983,2126,Positive,2024-11-20 11:13:51.730
2436,2027,2141,Positive,2024-11-20 11:13:51.732
2451,2001,2118,Positive,2024-11-20 11:13:51.734
2595,2045,2183,Positive,2024-11-20 11:13:51.736
2320,1909,2142,Positive,2024-11-20 11:13:51.737
2729,2113,2400,Positive,2024-11-20 11:13:51.779
2149,1769,1936,Positive,2024-11-20 11:13:51.781
2738,2127,2403,Positive,2024-11-20 11:13:51.783
2389,1975,2127,Positive,2024-11-20 11:13:51.786
2488,1993,2122,Positive,2024-11-20 11:13:51.787
2536,2037,2153,Positive,2024-11-20 11:13:51.793
2363,1965,2113,Positive,2024-11-20 11:13:51.794
2769,2239,2359,Positive,2024-11-20 11:13:51.846
2183,1783,1964,Positive,2024-11-20 11:13:51.847
2626,2187,2464,Positive,2024-11-20 11:13:51.849
2299,1865,2000,Positive,2024-11-20 11:13:51.961
2676,2173,2448,Positive,2024-11-20 11:13:51.963
2384,1947,2085,Positive,2024-11-20 11:13:51.964
2472,1954,2145,Positive,2024-11-20 11:13:52.017
2364,2020,2145,Positive,2024-11-20 11:13:52.024
2373,1991,2116,Positive,2024-11-20 11:13:52.025
2778,2107,2318,Positive,2024-11-20 11:13:52.026
2170,1801,1971,Positive,2024-11-20 11:13:52.081
2703,2195,2471,Positive,2024-11-20 11:13:52.084
2237,1809,1946,Positive,2024-11-20 11:13:52.085
2505,2008,2124,Positive,2024-11-20 11:13:52.091
2456,2006,2150,Positive,2024-11-20 11:13:52.138
2361,2001,2117,Positive,2024-11-20 11:13:52.141
2815,2066,2305,Positive,2024-11-20 11:13:52.142
2222,1814,1973,Positive,2024-11-20 11:13:52.144
2650,2064,2443,Positive,2024-11-20 11:13:52.199
2193,1783,1950,Positive,2024-11-20 11:13:52.200
2700,2162,2396,Positive,2024-11-20 11:13:52.285
2230,1783,1940,Positive,2024-11-20 11:13:52.297
2454,1996,2159,Positive,2024-11-20 11:13:52.300
2423,1968,2146,Positive,2024-11-20 11:13:52.304
2461,1996,2111,Positive,2024-11-20 11:13:52.307
2713,2051,2217,Positive,2024-11-20 11:13:52.309
2195,1770,1949,Positive,2024-11-20 11:13:52.312
2789,2143,2361,Positive,2024-11-20 11:13:52.341
2134,1730,1911,Positive,2024-11-20 11:13:52.343
2613,2020,2178,Positive,2024-11-20 11:13:52.344
2437,2006,2158,Positive,2024-11-20 11:13:52.346
2403,1958,2114,Positive,2024-11-20 11:13:52.348
2695,2049,2186,Positive,2024-11-20 11:13:52.349
2230,1819,2001,Positive,2024-11-20 11:13:52.350
2831,2224,2336,Positive,2024-11-20 11:13:52.497
2216,1798,1970,Positive,2024-11-20 11:13:52.498
2744,2122,2366,Positive,2024-11-20 11:13:52.499
2145,1742,1904,Positive,2024-11-20 11:13:52.501
2572,2014,2151,Positive,2024-11-20 11:13:52.503
2415,2023,2140,Positive,2024-11-20 11:13:52.504
2449,2009,2108,Positive,2024-11-20 11:13:52.506
2660,2062,2176,Positive,2024-11-20 11:13:52.561
2211,1810,1985,Positive,2024-11-20 11:13:52.564
2736,2127,2379,Positive,2024-11-20 11:13:52.566
2128,1717,1902,Positive,2024-11-20 11:13:52.569
2634,2110,2207,Positive,2024-11-20 11:13:52.572
2451,2005,2134,Positive,2024-11-20 11:13:52.575
2386,1994,2116,Positive,2024-11-20 11:13:52.577
2611,2059,2185,Positive,2024-11-20 11:13:52.619
2259,1862,2033,Positive,2024-11-20 11:13:52.740
2776,2078,2240,Positive,2024-11-20 11:13:52.743
2259,1855,2026,Positive,2024-11-20 11:13:52.744
2706,2143,2429,Positive,2024-11-20 11:13:52.746
2121,1739,1902,Positive,2024-11-20 11:13:52.747
2760,2056,2380,Positive,2024-11-20 11:13:52.803
2412,2028,2082,Positive,2024-11-20 11:13:52.816
2382,1987,2117,Positive,2024-11-20 11:13:52.817
2663,2043,2186,Positive,2024-11-20 11:13:52.819
2315,1901,2061,Positive,2024-11-20 11:13:52.822
2705,2156,2435,Positive,2024-11-20 11:13:52.826
2176,1741,1914,Positive,2024-11-20 11:13:52.827
2751,2091,2409,Positive,2024-11-20 11:13:52.860
2431,2031,2123,Positive,2024-11-20 11:13:52.864
2395,1978,2099,Positive,2024-11-20 11:13:52.877
2523,2054,2135,Positive,2024-11-20 11:13:52.977
2334,2023,2097,Positive,2024-11-20 11:13:52.979
2613,2030,2182,Positive,2024-11-20 11:13:52.980
2301,1903,2090,Positive,2024-11-20 11:13:52.982
2720,2163,2438,Positive,2024-11-20 11:13:53.049
2157,1770,1930,Positive,2024-11-20 11:13:53.052
2645,2169,2459,Positive,2024-11-20 11:13:53.059
2371,2015,2141,Positive,2024-11-20 11:13:53.060
2409,1981,2142,Positive,2024-11-20 11:13:53.061
2608,2035,2150,Positive,2024-11-20 11:13:53.063
2349,1949,2104,Positive,2024-11-20 11:13:53.064
2750,2147,2418,Positive,2024-11-20 11:13:53.100
2203,1778,1968,Positive,2024-11-20 11:13:53.102
2635,2206,2494,Positive,2024-11-20 11:13:53.104
2348,1911,2058,Positive,2024-11-20 11:13:53.106
2464,2008,2136,Positive,2024-11-20 11:13:53.244
2389,1974,2114,Positive,2024-11-20 11:13:53.246
2460,1993,2136,Positive,2024-11-20 11:13:53.280
2478,2046,2212,Positive,2024-11-20 11:13:53.282
2379,1987,2050,Positive,2024-11-20 11:13:53.284
2665,2191,2428,Positive,2024-11-20 11:13:53.286
2201,1797,1963,Positive,2024-11-20 11:13:53.288
2565,2299,2525,Positive,2024-11-20 11:13:53.290
2223,1789,1929,Positive,2024-11-20 11:13:53.291
2512,1983,2183,Positive,2024-11-20 11:13:53.296
2450,2009,2157,Positive,2024-11-20 11:13:53.343
2471,2008,2107,Positive,2024-11-20 11:13:53.345
2729,2152,2356,Positive,2024-11-20 11:13:53.347
2217,1792,1967,Positive,2024-11-20 11:13:53.348
2490,2286,2540,Positive,2024-11-20 11:13:53.350
2143,1727,1893,Positive,2024-11-20 11:13:53.397
2667,2032,2211,Positive,2024-11-20 11:13:53.517
2343,1904,2032,Positive,2024-11-20 11:13:53.519
2498,2032,2144,Positive,2024-11-20 11:13:53.522
2407,2021,2138,Positive,2024-11-20 11:13:53.524
2377,1980,2107,Positive,2024-11-20 11:13:53.526
2728,2118,2344,Positive,2024-11-20 11:13:53.528
2219,1791,1961,Positive,2024-11-20 11:13:53.529
2592,2222,2535,Positive,2024-11-20 11:13:53.579
2176,1735,1914,Positive,2024-11-20 11:13:53.587
2502,2027,2176,Positive,2024-11-20 11:13:53.592
2469,2042,2116,Positive,2024-11-20 11:13:53.594
2382,1985,2105,Positive,2024-11-20 11:13:53.596
2753,2099,2334,Positive,2024-11-20 11:13:53.598
2222,1776,1953,Positive,2024-11-20 11:13:53.638
2670,2130,2462,Positive,2024-11-20 11:13:53.642
2145,1722,1881,Positive,2024-11-20 11:13:53.759
2580,2202,2504,Positive,2024-11-20 11:13:53.761
2127,1720,1882,Positive,2024-11-20 11:13:53.765
2577,1891,2208,Positive,2024-11-20 11:13:53.768
2444,2019,2143,Positive,2024-11-20 11:13:53.770
2347,1999,2099,Positive,2024-11-20 11:13:53.772
2735,2064,2286,Positive,2024-11-20 11:13:53.817
2201,1808,1982,Positive,2024-11-20 11:13:53.820
2638,2076,2494,Positive,2024-11-20 11:13:53.826
2129,1719,1887,Positive,2024-11-20 11:13:53.831
2751,2078,2265,Positive,2024-11-20 11:13:53.832
2411,2027,2130,Positive,2024-11-20 11:13:53.835
2433,1987,2096,Positive,2024-11-20 11:13:53.839
2680,2073,2251,Positive,2024-11-20 11:13:53.877
2256,1845,2034,Positive,2024-11-20 11:13:53.879
2607,2176,2490,Positive,2024-11-20 11:13:54.001
2254,1840,2018,Positive,2024-11-20 11:13:54.003
2637,2205,2463,Positive,2024-11-20 11:13:54.007
2137,1726,1883,Positive,2024-11-20 11:13:54.008
2852,2089,2345,Positive,2024-11-20 11:13:54.061
2418,2033,2126,Positive,2024-11-20 11:13:54.069
2415,1999,2117,Positive,2024-11-20 11:13:54.074
2642,2049,2163,Positive,2024-11-20 11:13:54.075
2299,1901,2079,Positive,2024-11-20 11:13:54.077
2649,2207,2462,Positive,2024-11-20 11:13:54.078
2179,1759,1911,Positive,2024-11-20 11:13:54.079
2736,2121,2470,Positive,2024-11-20 11:13:54.117
2416,2026,2138,Positive,2024-11-20 11:13:54.119
2473,1993,2130,Positive,2024-11-20 11:13:54.120
2552,2033,2151,Positive,2024-11-20 11:13:54.123
2345,1936,2109,Positive,2024-11-20 11:13:54.237
2643,2039,2176,Positive,2024-11-20 11:13:54.240
2287,1891,2083,Positive,2024-11-20 11:13:54.242
2715,2129,2358,Positive,2024-11-20 11:13:54.326
2141,1773,1940,Positive,2024-11-20 11:13:54.328
2792,2104,2356,Positive,2024-11-20 11:13:54.329
2434,2017,2136,Positive,2024-11-20 11:13:54.330
2428,1992,2132,Positive,2024-11-20 11:13:54.331
2396,2023,2138,Positive,2024-11-20 11:13:54.333
2352,1927,2113,Positive,2024-11-20 11:13:54.359
2828,2115,2349,Positive,2024-11-20 11:13:54.361
2202,1781,1957,Positive,2024-11-20 11:13:54.363
2703,2143,2360,Positive,2024-11-20 11:13:54.365
2375,1915,2069,Positive,2024-11-20 11:13:54.366
2470,2003,2132,Positive,2024-11-20 11:13:54.368
2418,2011,2149,Positive,2024-11-20 11:13:54.447
2399,1987,2103,Positive,2024-11-20 11:13:54.537
2537,1925,2147,Positive,2024-11-20 11:13:54.541
2335,1945,2122,Positive,2024-11-20 11:13:54.545
2785,2110,2343,Positive,2024-11-20 11:13:54.547
2173,1779,1949,Positive,2024-11-20 11:13:54.548
2730,2130,2372,Positive,2024-11-20 11:13:54.549
2357,1934,2084,Positive,2024-11-20 11:13:54.597
2451,2000,2135,Positive,2024-11-20 11:13:54.598
2434,2015,2160,Positive,2024-11-20 11:13:54.601
2372,1981,2101,Positive,2024-11-20 11:13:54.604
2747,2215,2282,Positive,2024-11-20 11:13:54.605
2197,1791,1961,Positive,2024-11-20 11:13:54.607
2696,2119,2388,Positive,2024-11-20 11:13:54.658
2201,1812,1951,Positive,2024-11-20 11:13:54.660
2474,2000,2150,Positive,2024-11-20 11:13:54.662
2448,2027,2162,Positive,2024-11-20 11:13:54.777
2464,2009,2123,Positive,2024-11-20 11:13:54.780
2439,2009,2146,Positive,2024-11-20 11:13:54.782
2363,2011,2152,Positive,2024-11-20 11:13:54.784
2704,2093,2268,Positive,2024-11-20 11:13:54.785
2215,1799,1961,Positive,2024-11-20 11:13:54.787
2721,2122,2357,Positive,2024-11-20 11:13:54.838
2205,1762,1931,Positive,2024-11-20 11:13:54.844
2522,2011,2212,Positive,2024-11-20 11:13:54.849
2458,2018,2144,Positive,2024-11-20 11:13:54.852
2436,2002,2117,Positive,2024-11-20 11:13:54.853
2700,2079,2227,Positive,2024-11-20 11:13:54.855
2215,1806,1974,Positive,2024-11-20 11:13:54.858
2768,2115,2305,Positive,2024-11-20 11:13:54.898
2165,1726,1926,Positive,2024-11-20 11:13:54.900
2673,2032,2189,Positive,2024-11-20 11:13:55.020
2192,1751,1929,Positive,2024-11-20 11:13:55.034
2541,2025,2161,Positive,2024-11-20 11:13:55.036
2450,2033,2141,Positive,2024-11-20 11:13:55.039
2377,1994,2102,Positive,2024-11-20 11:13:55.041
2581,2043,2211,Positive,2024-11-20 11:13:55.080
2276,1810,1984,Positive,2024-11-20 11:13:55.081
2753,2106,2348,Positive,2024-11-20 11:13:55.083
2130,1728,1899,Positive,2024-11-20 11:13:55.084
2644,2029,2275,Positive,2024-11-20 11:13:55.092
2420,2017,2132,Positive,2024-11-20 11:13:55.093
2392,1990,2115,Positive,2024-11-20 11:13:55.095
2623,2048,2197,Positive,2024-11-20 11:13:55.140
2249,1854,2032,Positive,2024-11-20 11:13:55.144
2774,2109,2330,Positive,2024-11-20 11:13:55.145
2135,1744,1902,Positive,2024-11-20 11:13:55.257
2741,2134,2367,Positive,2024-11-20 11:13:55.317
2149,1738,1903,Positive,2024-11-20 11:13:55.318
2710,2044,2249,Positive,2024-11-20 11:13:55.319
2408,2010,2143,Positive,2024-11-20 11:13:55.320
2402,2010,2128,Positive,2024-11-20 11:13:55.387
2586,2038,2194,Positive,2024-11-20 11:13:55.392
2305,1883,2046,Positive,2024-11-20 11:13:55.394
2767,2091,2373,Positive,2024-11-20 11:13:55.395
2162,1741,1904,Positive,2024-11-20 11:13:55.397
2746,1997,2269,Positive,2024-11-20 11:13:55.398
2480,2009,2157,Positive,2024-11-20 11:13:55.399
2415,1984,2120,Positive,2024-11-20 11:13:55.401
2508,2027,2147,Positive,2024-11-20 11:13:55.466
2288,1910,2091,Positive,2024-11-20 11:13:55.467
2790,2078,2269,Positive,2024-11-20 11:13:55.497
2210,1781,1958,Positive,2024-11-20 11:13:55.498
2768,2099,2669,Positive,2024-11-20 11:13:55.559
2139,1748,1875,Positive,2024-11-20 11:13:55.561
2752,2068,2278,Positive,2024-11-20 11:13:55.563
2401,2022,2173,Positive,2024-11-20 11:13:55.565
2388,2137,2113,Positive,2024-11-20 11:13:55.568
2494,2032,2146,Positive,2024-11-20 11:13:55.569
2323,1915,2087,Positive,2024-11-20 11:13:55.571
2797,2093,2331,Positive,2024-11-20 11:13:55.620
2179,1766,1937,Positive,2024-11-20 11:13:55.626
2809,2081,2303,Positive,2024-11-20 11:13:55.627
2447,1993,2130,Positive,2024-11-20 11:13:55.631
2408,1998,2100,Positive,2024-11-20 11:13:55.633
2552,2026,2277,Positive,2024-11-20 11:13:55.637
2343,1941,2105,Positive,2024-11-20 11:13:55.649
2761,2089,2317,Positive,2024-11-20 11:13:55.797
2320,1951,2110,Positive,2024-11-20 11:13:55.799
2831,2109,2378,Positive,2024-11-20 11:13:55.801
2177,1769,1949,Positive,2024-11-20 11:13:55.802
2799,2086,2343,Positive,2024-11-20 11:13:55.859
2370,1926,2094,Positive,2024-11-20 11:13:55.861
2408,1966,2124,Positive,2024-11-20 11:13:55.863
2574,2008,2128,Positive,2024-11-20 11:13:55.864
2373,1983,2119,Positive,2024-11-20 11:13:55.867
2784,2097,2289,Positive,2024-11-20 11:13:55.868
2182,1789,1958,Positive,2024-11-20 11:13:55.918
2759,2105,2376,Positive,2024-11-20 11:13:55.920
2288,1840,1977,Positive,2024-11-20 11:13:55.921
2451,1996,2125,Positive,2024-11-20 11:13:55.924
2446,2000,2146,Positive,2024-11-20 11:13:55.927
2404,1984,2124,Positive,2024-11-20 11:13:56.037
2472,2039,2126,Positive,2024-11-20 11:13:56.041
2395,2007,2121,Positive,2024-11-20 11:13:56.043
2748,2059,2255,Positive,2024-11-20 11:13:56.045
2218,1799,1935,Positive,2024-11-20 11:13:56.047
2764,2104,2371,Positive,2024-11-20 11:13:56.100
2227,1783,1934,Positive,2024-11-20 11:13:56.102
2537,1989,2156,Positive,2024-11-20 11:13:56.106
2451,2010,2153,Positive,2024-11-20 11:13:56.108
2381,2003,2104,Positive,2024-11-20 11:13:56.110
2734,2014,2220,Positive,2024-11-20 11:13:56.112
2211,1808,1972,Positive,2024-11-20 11:13:56.114
2751,2113,2363,Positive,2024-11-20 11:13:56.157
2155,1727,1904,Positive,2024-11-20 11:13:56.159
2530,2038,2192,Positive,2024-11-20 11:13:56.160
2405,2020,2116,Positive,2024-11-20 11:13:56.350
2550,2016,2158,Positive,2024-11-20 11:13:56.352
2449,2030,2129,Positive,2024-11-20 11:13:56.353
2390,2012,2117,Positive,2024-11-20 11:13:56.356
2672,2066,2205,Positive,2024-11-20 11:13:56.358
2210,1810,1987,Positive,2024-11-20 11:13:56.360
2781,2075,2367,Positive,2024-11-20 11:13:56.362
2147,1724,1895,Positive,2024-11-20 11:13:56.375
