Differential1,Differential2,Differential3,Local_Timestamp
2582,2219,2363,2024-11-03 21:43:22.081
2143,1701,1920,2024-11-03 21:43:22.081
2342,1921,2069,2024-11-03 21:43:22.081
2564,2299,2429,2024-11-03 21:43:22.081
2611,2213,2474,2024-11-03 21:43:22.081
2499,1938,2043,2024-11-03 21:43:22.088
2141,1734,1833,2024-11-03 21:43:22.088
2739,1908,2374,2024-11-03 21:43:22.090
2633,2331,2525,2024-11-03 21:43:22.173
2160,1700,1838,2024-11-03 21:43:22.180
2203,1791,2045,2024-11-03 21:43:22.182
2482,2144,2463,2024-11-03 21:43:22.200
2602,2182,2420,2024-11-03 21:43:22.201
2414,1891,2021,2024-11-03 21:43:22.203
2274,1781,1979,2024-11-03 21:43:22.258
2650,1837,2552,2024-11-03 21:43:22.259
2560,2062,2602,2024-11-03 21:43:22.260
2284,2048,2076,2024-11-03 21:43:22.264
2182,1651,1907,2024-11-03 21:43:22.266
2427,2042,2141,2024-11-03 21:43:22.500
2606,2442,2391,2024-11-03 21:43:22.502
2324,1856,2119,2024-11-03 21:43:22.503
2232,1718,2080,2024-11-03 21:43:22.504
2671,1940,2107,2024-11-03 21:43:22.505
2636,2398,2508,2024-11-03 21:43:22.505
2531,2006,2160,2024-11-03 21:43:22.506
2169,1857,1950,2024-11-03 21:43:22.507
2382,2054,1937,2024-11-03 21:43:22.516
2430,2301,2455,2024-11-03 21:43:22.518
2571,2108,2100,2024-11-03 21:43:22.519
2175,1721,1975,2024-11-03 21:43:22.520
2668,2094,2298,2024-11-03 21:43:22.522
2468,2120,2576,2024-11-03 21:43:22.523
2403,2104,2167,2024-11-03 21:43:22.523
2240,1827,1917,2024-11-03 21:43:22.527
2562,1937,2129,2024-11-03 21:43:22.528
2638,2384,2516,2024-11-03 21:43:22.694
2473,1972,2127,2024-11-03 21:43:22.695
2169,1659,1921,2024-11-03 21:43:22.696
2346,1873,2125,2024-11-03 21:43:22.784
2560,2265,2531,2024-11-03 21:43:22.786
2532,2121,2095,2024-11-03 21:43:22.788
2122,1792,1933,2024-11-03 21:43:22.790
2905,2032,2206,2024-11-03 21:43:22.791
2582,2099,2422,2024-11-03 21:43:22.792
2485,2054,2129,2024-11-03 21:43:22.793
2226,1885,1910,2024-11-03 21:43:22.802
2540,1968,1952,2024-11-03 21:43:22.803
2560,2120,2468,2024-11-03 21:43:22.804
2512,2102,2062,2024-11-03 21:43:23.002
2223,1776,1856,2024-11-03 21:43:23.003
2811,2140,2276,2024-11-03 21:43:23.009
2597,2247,2526,2024-11-03 21:43:23.011
2477,2057,1987,2024-11-03 21:43:23.015
2121,1739,1921,2024-11-03 21:43:23.017
2531,1912,2150,2024-11-03 21:43:23.018
2474,2336,2454,2024-11-03 21:43:23.020
2483,2084,2050,2024-11-03 21:43:23.021
2128,1627,1839,2024-11-03 21:43:23.022
2300,1937,1909,2024-11-03 21:43:23.023
2429,2294,2462,2024-11-03 21:43:23.036
2454,2024,2181,2024-11-03 21:43:23.039
2116,1747,1872,2024-11-03 21:43:23.043
2449,1892,2041,2024-11-03 21:43:23.045
2526,2535,2446,2024-11-03 21:43:23.050
2810,2061,2305,2024-11-03 21:43:23.051
2142,1646,1904,2024-11-03 21:43:23.055
2358,2080,2068,2024-11-03 21:43:23.057
2571,2226,2460,2024-11-03 21:43:23.064
2660,2043,2183,2024-11-03 21:43:23.098
2160,1573,1764,2024-11-03 21:43:23.218
2386,2020,1987,2024-11-03 21:43:23.260
2522,2372,2479,2024-11-03 21:43:23.282
2505,1888,2121,2024-11-03 21:43:23.286
2192,1632,1923,2024-11-03 21:43:23.290
2418,1994,2145,2024-11-03 21:43:23.293
2525,2013,2560,2024-11-03 21:43:23.300
2646,2027,2246,2024-11-03 21:43:23.301
2071,1675,1875,2024-11-03 21:43:23.311
2288,1984,2131,2024-11-03 21:43:23.319
2516,2152,2307,2024-11-03 21:43:23.544
2403,2029,2013,2024-11-03 21:43:23.550
2208,1776,1823,2024-11-03 21:43:23.553
2409,2001,2096,2024-11-03 21:43:23.555
2392,2318,2453,2024-11-03 21:43:23.559
2834,1960,2154,2024-11-03 21:43:23.561
2208,1776,1892,2024-11-03 21:43:23.567
2391,1974,2184,2024-11-03 21:43:23.570
2517,2285,2288,2024-11-03 21:43:23.572
2708,2385,2370,2024-11-03 21:43:23.574
2277,1706,1843,2024-11-03 21:43:23.576
2312,1895,2026,2024-11-03 21:43:23.578
2518,2203,2469,2024-11-03 21:43:23.582
2723,2004,2042,2024-11-03 21:43:23.583
2197,1599,1893,2024-11-03 21:43:23.585
2374,2004,1973,2024-11-03 21:43:23.742
2532,2383,2492,2024-11-03 21:43:23.784
2597,2141,2225,2024-11-03 21:43:23.843
2186,1723,1935,2024-11-03 21:43:23.852
2224,1851,1999,2024-11-03 21:43:23.855
2587,2128,2458,2024-11-03 21:43:23.858
2526,2192,2573,2024-11-03 21:43:23.865
2169,1753,2120,2024-11-03 21:43:23.870
2480,1830,1958,2024-11-03 21:43:23.872
2490,2221,2511,2024-11-03 21:43:23.875
2594,2195,2147,2024-11-03 21:43:23.902
2208,1776,1862,2024-11-03 21:43:23.913
2225,1840,1989,2024-11-03 21:43:23.915
2487,2180,2387,2024-11-03 21:43:23.932
2399,2217,2560,2024-11-03 21:43:23.934
2468,2064,2129,2024-11-03 21:43:23.935
2109,1776,1855,2024-11-03 21:43:24.059
2536,2180,2311,2024-11-03 21:43:24.077
2730,2029,2331,2024-11-03 21:43:24.083
2210,1619,1936,2024-11-03 21:43:24.086
2236,1840,2061,2024-11-03 21:43:24.090
2507,2334,2447,2024-11-03 21:43:24.093
2570,2290,2450,2024-11-03 21:43:24.098
2421,1964,2133,2024-11-03 21:43:24.101
2155,1747,1918,2024-11-03 21:43:24.103
2683,1982,2433,2024-11-03 21:43:24.106
2536,2113,2540,2024-11-03 21:43:24.108
2131,1680,1910,2024-11-03 21:43:24.195
2240,1829,2050,2024-11-03 21:43:24.197
2445,2250,2367,2024-11-03 21:43:24.199
2704,2246,2538,2024-11-03 21:43:24.200
2357,1908,1979,2024-11-03 21:43:24.201
2224,1762,1981,2024-11-03 21:43:24.203
2570,2423,2526,2024-11-03 21:43:24.204
2525,2313,2519,2024-11-03 21:43:24.206
2368,2008,2187,2024-11-03 21:43:24.207
2112,1812,1872,2024-11-03 21:43:24.208
2543,2451,2362,2024-11-03 21:43:24.241
2607,2019,2607,2024-11-03 21:43:24.242
2173,1765,1904,2024-11-03 21:43:24.244
2277,1763,1927,2024-11-03 21:43:24.246
2561,2119,2278,2024-11-03 21:43:24.248
2595,2327,2536,2024-11-03 21:43:24.249
2367,2005,2125,2024-11-03 21:43:24.251
2242,1716,1925,2024-11-03 21:43:24.253
2609,1943,1984,2024-11-03 21:43:24.254
2414,2453,2390,2024-11-03 21:43:24.257
2422,2139,2112,2024-11-03 21:43:24.364
2192,1793,1952,2024-11-03 21:43:24.368
2562,2345,2504,2024-11-03 21:43:24.423
2580,2338,2530,2024-11-03 21:43:24.425
2307,2140,2066,2024-11-03 21:43:24.426
2129,1679,1953,2024-11-03 21:43:24.428
2647,1945,2178,2024-11-03 21:43:24.430
2480,2311,2530,2024-11-03 21:43:24.431
2533,2001,2125,2024-11-03 21:43:24.433
2135,1745,1846,2024-11-03 21:43:24.435
2377,2009,2127,2024-11-03 21:43:24.559
2584,2363,2332,2024-11-03 21:43:24.698
2355,1933,2169,2024-11-03 21:43:24.701
2229,1807,1946,2024-11-03 21:43:24.704
2985,2221,2272,2024-11-03 21:43:24.707
2492,2304,2345,2024-11-03 21:43:24.717
2549,1970,1983,2024-11-03 21:43:24.719
2309,1821,1985,2024-11-03 21:43:24.720
2509,2011,2029,2024-11-03 21:43:24.721
2447,2084,2495,2024-11-03 21:43:24.722
2667,2017,1971,2024-11-03 21:43:24.724
2174,1690,1904,2024-11-03 21:43:24.725
2699,2112,2577,2024-11-03 21:43:24.726
2570,2144,2413,2024-11-03 21:43:24.730
2328,2041,2105,2024-11-03 21:43:24.733
2224,1731,1919,2024-11-03 21:43:24.734
2383,2079,2022,2024-11-03 21:43:24.735
2447,2119,2444,2024-11-03 21:43:24.782
2403,2262,2111,2024-11-03 21:43:24.786
2160,1631,1947,2024-11-03 21:43:24.788
2330,1897,2134,2024-11-03 21:43:24.899
2414,2239,2377,2024-11-03 21:43:24.903
2464,1877,2161,2024-11-03 21:43:24.909
2145,1783,2060,2024-11-03 21:43:24.914
2530,2159,2215,2024-11-03 21:43:24.918
2657,2661,2340,2024-11-03 21:43:24.921
2710,1875,2214,2024-11-03 21:43:24.923
2112,1839,1767,2024-11-03 21:43:24.926
2553,1811,2165,2024-11-03 21:43:24.932
2629,2239,2374,2024-11-03 21:43:24.934
2503,2075,2100,2024-11-03 21:43:24.959
2133,1732,1808,2024-11-03 21:43:25.079
2370,1881,2243,2024-11-03 21:43:25.090
2426,2157,2494,2024-11-03 21:43:25.091
2419,2107,2125,2024-11-03 21:43:25.093
2154,1682,2000,2024-11-03 21:43:25.097
2381,1857,2233,2024-11-03 21:43:25.100
2460,2185,2450,2024-11-03 21:43:25.100
2598,2086,2271,2024-11-03 21:43:25.101
2097,1653,1829,2024-11-03 21:43:25.104
2379,1950,2181,2024-11-03 21:43:25.105
2606,2224,2424,2024-11-03 21:43:25.256
2843,1958,2127,2024-11-03 21:43:25.258
2102,1808,1895,2024-11-03 21:43:25.266
2352,2003,2127,2024-11-03 21:43:25.268
2560,2245,2537,2024-11-03 21:43:25.270
2623,2073,2291,2024-11-03 21:43:25.271
2128,1707,1872,2024-11-03 21:43:25.271
2346,1915,2104,2024-11-03 21:43:25.272
2518,2190,2480,2024-11-03 21:43:25.273
2604,2142,2726,2024-11-03 21:43:25.275
2089,1747,1888,2024-11-03 21:43:25.376
2401,1934,2113,2024-11-03 21:43:25.449
2434,2414,2495,2024-11-03 21:43:25.450
2449,2066,2163,2024-11-03 21:43:25.452
2055,1819,1885,2024-11-03 21:43:25.453
2457,2013,2217,2024-11-03 21:43:25.454
2395,2228,2480,2024-11-03 21:43:25.455
2762,2010,2348,2024-11-03 21:43:25.457
2143,1583,2031,2024-11-03 21:43:25.459
2300,1814,2043,2024-11-03 21:43:25.460
2516,2409,2317,2024-11-03 21:43:25.581
2622,2061,2127,2024-11-03 21:43:25.581
2192,1713,1904,2024-11-03 21:43:25.585
2428,1955,2040,2024-11-03 21:43:25.617
2618,2527,2426,2024-11-03 21:43:25.618
2426,2083,2197,2024-11-03 21:43:25.619
2160,1585,2000,2024-11-03 21:43:25.621
2320,1931,2157,2024-11-03 21:43:25.624
2411,2349,2526,2024-11-03 21:43:25.625
2568,1973,2713,2024-11-03 21:43:25.626
2234,1844,1850,2024-11-03 21:43:25.628
2177,1809,1904,2024-11-03 21:43:25.740
2560,2156,2139,2024-11-03 21:43:25.741
2710,2150,2161,2024-11-03 21:43:25.743
2135,1811,1877,2024-11-03 21:43:25.744
2431,2121,2075,2024-11-03 21:43:25.749
2292,2000,2483,2024-11-03 21:43:25.798
2960,2076,2293,2024-11-03 21:43:25.860
2098,1726,1841,2024-11-03 21:43:25.862
2415,1847,2062,2024-11-03 21:43:25.863
2466,2148,2560,2024-11-03 21:43:25.865
2623,2274,2506,2024-11-03 21:43:25.922
2099,1735,1941,2024-11-03 21:43:25.925
2201,2041,1989,2024-11-03 21:43:25.926
2569,2373,2560,2024-11-03 21:43:25.927
2832,2196,2101,2024-11-03 21:43:25.928
2160,1749,1847,2024-11-03 21:43:25.931
2309,1839,1954,2024-11-03 21:43:25.932
2597,2201,2357,2024-11-03 21:43:25.933
2538,2156,2450,2024-11-03 21:43:25.977
2145,1831,1893,2024-11-03 21:43:25.979
2149,1776,1920,2024-11-03 21:43:26.096
2646,2139,2560,2024-11-03 21:43:26.097
2720,1961,2300,2024-11-03 21:43:26.099
2139,1776,1825,2024-11-03 21:43:26.101
2272,2081,2201,2024-11-03 21:43:26.102
2452,2154,2402,2024-11-03 21:43:26.104
2581,2013,2532,2024-11-03 21:43:26.106
2019,1623,1894,2024-11-03 21:43:26.107
2157,1852,1969,2024-11-03 21:43:26.108
2532,1937,2473,2024-11-03 21:43:26.109
2632,2113,2397,2024-11-03 21:43:26.277
2208,1801,1981,2024-11-03 21:43:26.281
2439,2065,2132,2024-11-03 21:43:26.283
2445,2209,2372,2024-11-03 21:43:26.285
2735,2078,2394,2024-11-03 21:43:26.287
2176,1675,1952,2024-11-03 21:43:26.288
2212,1822,2053,2024-11-03 21:43:26.290
2431,2208,2507,2024-11-03 21:43:26.292
2687,2265,2375,2024-11-03 21:43:26.292
2473,2050,2113,2024-11-03 21:43:26.294
2227,1777,1923,2024-11-03 21:43:26.294
2784,2102,2305,2024-11-03 21:43:26.457
2595,2066,2383,2024-11-03 21:43:26.458
2246,1619,1928,2024-11-03 21:43:26.459
2326,1799,1981,2024-11-03 21:43:26.461
2516,2196,2508,2024-11-03 21:43:26.462
2527,2387,2495,2024-11-03 21:43:26.464
2497,1949,2119,2024-11-03 21:43:26.465
2174,1745,1949,2024-11-03 21:43:26.466
2733,1886,2423,2024-11-03 21:43:26.467
2486,2173,2420,2024-11-03 21:43:26.467
2626,1984,2187,2024-11-03 21:43:26.577
2235,1857,2000,2024-11-03 21:43:26.580
2508,2173,2464,2024-11-03 21:43:26.636
2575,2211,2495,2024-11-03 21:43:26.637
2325,1936,2023,2024-11-03 21:43:26.638
2166,1734,2038,2024-11-03 21:43:26.639
2756,1987,2362,2024-11-03 21:43:26.640
2440,2338,2538,2024-11-03 21:43:26.641
2363,2080,2018,2024-11-03 21:43:26.643
2111,1774,2021,2024-11-03 21:43:26.644
2467,2006,2201,2024-11-03 21:43:26.756
2648,2167,2644,2024-11-03 21:43:26.757
2317,1861,1935,2024-11-03 21:43:26.759
2166,1979,1913,2024-11-03 21:43:26.760
2688,2232,2509,2024-11-03 21:43:26.761
2537,2280,2492,2024-11-03 21:43:26.818
2372,2033,2065,2024-11-03 21:43:26.821
2151,1642,1899,2024-11-03 21:43:26.823
2463,1934,2298,2024-11-03 21:43:26.825
2564,2300,2537,2024-11-03 21:43:26.826
2510,2075,2193,2024-11-03 21:43:26.937
2256,1852,1913,2024-11-03 21:43:26.939
2560,2144,2533,2024-11-03 21:43:26.940
2456,2133,2560,2024-11-03 21:43:26.942
2272,2037,1958,2024-11-03 21:43:26.942
2139,1776,1872,2024-11-03 21:43:26.943
2736,1965,2244,2024-11-03 21:43:26.944
2479,2139,2476,2024-11-03 21:43:26.997
2461,1997,2052,2024-11-03 21:43:27.057
2163,1741,1929,2024-11-03 21:43:27.060
2500,1923,2014,2024-11-03 21:43:27.061
2574,2171,2403,2024-11-03 21:43:27.126
2411,2093,2144,2024-11-03 21:43:27.131
2175,1835,1918,2024-11-03 21:43:27.133
2505,2048,2102,2024-11-03 21:43:27.134
2446,2276,2502,2024-11-03 21:43:27.135
2376,1986,2136,2024-11-03 21:43:27.136
2047,1787,1923,2024-11-03 21:43:27.137
2512,1904,2048,2024-11-03 21:43:27.138
2560,2299,2479,2024-11-03 21:43:27.138
2625,2129,2289,2024-11-03 21:43:27.175
2128,1719,1842,2024-11-03 21:43:27.299
2788,2100,2275,2024-11-03 21:43:27.300
2589,2055,2520,2024-11-03 21:43:27.304
2380,2087,2282,2024-11-03 21:43:27.305
2191,1678,1871,2024-11-03 21:43:27.307
2257,2014,2141,2024-11-03 21:43:27.308
2511,2184,2260,2024-11-03 21:43:27.309
2594,2083,2185,2024-11-03 21:43:27.311
2179,1822,1901,2024-11-03 21:43:27.314
2239,1959,2249,2024-11-03 21:43:27.317
2518,2072,2464,2024-11-03 21:43:27.476
2603,1950,2222,2024-11-03 21:43:27.478
2203,1795,1901,2024-11-03 21:43:27.479
2524,2027,2216,2024-11-03 21:43:27.480
2461,2382,2491,2024-11-03 21:43:27.482
2290,2070,2123,2024-11-03 21:43:27.483
2179,1747,2043,2024-11-03 21:43:27.485
2366,1944,1985,2024-11-03 21:43:27.485
2560,2329,2276,2024-11-03 21:43:27.486
2809,2123,2331,2024-11-03 21:43:27.486
2083,1806,1988,2024-11-03 21:43:27.599
2668,2142,2005,2024-11-03 21:43:27.656
2511,2300,2459,2024-11-03 21:43:27.658
2642,1982,2166,2024-11-03 21:43:27.660
2219,1703,1990,2024-11-03 21:43:27.662
2423,2031,2151,2024-11-03 21:43:27.663
2432,2318,2513,2024-11-03 21:43:27.664
2517,2048,2300,2024-11-03 21:43:27.666
2166,1840,1999,2024-11-03 21:43:27.667
2482,1760,1984,2024-11-03 21:43:27.668
2588,2381,2222,2024-11-03 21:43:27.669
2778,1983,2302,2024-11-03 21:43:27.777
2096,1695,1791,2024-11-03 21:43:27.777
2431,2032,2162,2024-11-03 21:43:27.779
2564,2322,2432,2024-11-03 21:43:27.836
2407,2049,2544,2024-11-03 21:43:27.838
2160,1656,1856,2024-11-03 21:43:27.840
2320,1795,2101,2024-11-03 21:43:27.841
2660,2304,2612,2024-11-03 21:43:27.842
2671,1934,2422,2024-11-03 21:43:27.844
2067,1802,1865,2024-11-03 21:43:27.845
2235,1915,2176,2024-11-03 21:43:27.956
2612,2242,2402,2024-11-03 21:43:27.959
2863,1886,2123,2024-11-03 21:43:27.960
2210,1725,1765,2024-11-03 21:43:27.962
2229,2128,2138,2024-11-03 21:43:27.965
2459,2292,2406,2024-11-03 21:43:27.966
2666,2061,2312,2024-11-03 21:43:28.017
2118,1773,1877,2024-11-03 21:43:28.018
2307,1856,2066,2024-11-03 21:43:28.020
2568,2113,2447,2024-11-03 21:43:28.020
2620,2187,2460,2024-11-03 21:43:28.138
2209,1683,1841,2024-11-03 21:43:28.197
2385,1952,2093,2024-11-03 21:43:28.198
2480,2370,2415,2024-11-03 21:43:28.202
2697,2005,1969,2024-11-03 21:43:28.203
2231,1624,1949,2024-11-03 21:43:28.203
2288,1942,2161,2024-11-03 21:43:28.205
2440,2178,2485,2024-11-03 21:43:28.206
2575,2334,2487,2024-11-03 21:43:28.208
2243,1921,1920,2024-11-03 21:43:28.210
2223,1880,1912,2024-11-03 21:43:28.316
2528,2290,2496,2024-11-03 21:43:28.317
2897,2101,2224,2024-11-03 21:43:28.319
2123,1707,1902,2024-11-03 21:43:28.320
2433,1816,2167,2024-11-03 21:43:28.376
2542,2141,2483,2024-11-03 21:43:28.382
2511,2081,2644,2024-11-03 21:43:28.383
2225,1906,2017,2024-11-03 21:43:28.384
2162,1767,1938,2024-11-03 21:43:28.386
2704,2116,2461,2024-11-03 21:43:28.386
2482,2188,2587,2024-11-03 21:43:28.388
2417,2076,2063,2024-11-03 21:43:28.496
2162,1867,2065,2024-11-03 21:43:28.498
2497,2148,2593,2024-11-03 21:43:28.499
2540,2110,2484,2024-11-03 21:43:28.500
2151,1823,1936,2024-11-03 21:43:28.501
2175,1844,1984,2024-11-03 21:43:28.502
2634,2099,2414,2024-11-03 21:43:28.503
2522,2180,2484,2024-11-03 21:43:28.504
2354,2092,2025,2024-11-03 21:43:28.505
2063,1696,1835,2024-11-03 21:43:28.506
2597,1996,2113,2024-11-03 21:43:28.698
2608,2302,2260,2024-11-03 21:43:28.699
2211,1730,1869,2024-11-03 21:43:28.700
2219,1839,1935,2024-11-03 21:43:28.702
2467,2138,2312,2024-11-03 21:43:28.702
2579,2117,2592,2024-11-03 21:43:28.703
2258,1862,2100,2024-11-03 21:43:28.704
2256,1843,1906,2024-11-03 21:43:28.705
2735,2126,2251,2024-11-03 21:43:28.706
2412,2115,2481,2024-11-03 21:43:28.707
2441,2051,2053,2024-11-03 21:43:28.796
2243,1864,1990,2024-11-03 21:43:28.798
2616,2240,2450,2024-11-03 21:43:28.799
2528,2286,2624,2024-11-03 21:43:28.856
2394,2079,2123,2024-11-03 21:43:28.858
2246,1735,1879,2024-11-03 21:43:28.859
2671,2074,2058,2024-11-03 21:43:28.861
2490,2031,2607,2024-11-03 21:43:28.862
2453,2052,2025,2024-11-03 21:43:28.863
2219,1791,1962,2024-11-03 21:43:28.864
2525,1900,2037,2024-11-03 21:43:28.976
2586,1856,2671,2024-11-03 21:43:28.979
2266,1811,1994,2024-11-03 21:43:28.982
2234,1845,1937,2024-11-03 21:43:28.983
2809,2385,2291,2024-11-03 21:43:28.984
2513,2169,2560,2024-11-03 21:43:29.037
2468,2032,2041,2024-11-03 21:43:29.038
2246,1704,1922,2024-11-03 21:43:29.039
2568,1940,2252,2024-11-03 21:43:29.040
2600,2268,2352,2024-11-03 21:43:29.041
2431,1915,1947,2024-11-03 21:43:29.042
2146,1770,1968,2024-11-03 21:43:29.156
2702,1967,2436,2024-11-03 21:43:29.158
2515,2111,2453,2024-11-03 21:43:29.160
2370,2036,2063,2024-11-03 21:43:29.161
2181,1792,1889,2024-11-03 21:43:29.162
2561,2019,2005,2024-11-03 21:43:29.162
2560,2107,2463,2024-11-03 21:43:29.216
2651,2007,2006,2024-11-03 21:43:29.219
2046,1753,1870,2024-11-03 21:43:29.221
2331,1956,2025,2024-11-03 21:43:29.223
2560,2058,2403,2024-11-03 21:43:29.337
2406,2076,2094,2024-11-03 21:43:29.339
2238,1674,1937,2024-11-03 21:43:29.341
2470,1950,2129,2024-11-03 21:43:29.342
2569,2209,2560,2024-11-03 21:43:29.343
2414,2086,2095,2024-11-03 21:43:29.344
2154,1692,1855,2024-11-03 21:43:29.345
2426,2017,2085,2024-11-03 21:43:29.346
2648,2071,2373,2024-11-03 21:43:29.347
2618,2029,2131,2024-11-03 21:43:29.397
2192,1727,1907,2024-11-03 21:43:29.517
2846,2026,2056,2024-11-03 21:43:29.519
2409,2362,2484,2024-11-03 21:43:29.520
2445,2227,2143,2024-11-03 21:43:29.522
2310,1671,2044,2024-11-03 21:43:29.523
2366,2012,2012,2024-11-03 21:43:29.524
2515,2228,2447,2024-11-03 21:43:29.526
2513,2102,2227,2024-11-03 21:43:29.527
2244,1776,1854,2024-11-03 21:43:29.529
2601,1947,2187,2024-11-03 21:43:29.531
2512,2181,2476,2024-11-03 21:43:29.695
2385,1847,2176,2024-11-03 21:43:29.697
2291,1699,1908,2024-11-03 21:43:29.698
2395,1987,2113,2024-11-03 21:43:29.699
2560,2021,2584,2024-11-03 21:43:29.700
2549,2031,2195,2024-11-03 21:43:29.702
1998,1744,1870,2024-11-03 21:43:29.703
2370,2003,2137,2024-11-03 21:43:29.704
2458,2227,2476,2024-11-03 21:43:29.705
2761,2135,2523,2024-11-03 21:43:29.706
2078,1712,1881,2024-11-03 21:43:29.706
2288,1947,2076,2024-11-03 21:43:29.817
2511,2228,2371,2024-11-03 21:43:29.876
2644,2114,2025,2024-11-03 21:43:29.878
2106,1717,1895,2024-11-03 21:43:29.880
2416,1900,2034,2024-11-03 21:43:29.881
2479,2100,2495,2024-11-03 21:43:29.882
2634,2015,2313,2024-11-03 21:43:29.882
2176,1750,1903,2024-11-03 21:43:29.883
2265,1779,2094,2024-11-03 21:43:29.884
2541,2133,2447,2024-11-03 21:43:29.885
2577,2232,2559,2024-11-03 21:43:29.996
2121,1647,1934,2024-11-03 21:43:29.997
2500,1972,1943,2024-11-03 21:43:29.999
2536,2343,2478,2024-11-03 21:43:30.056
2810,2158,2206,2024-11-03 21:43:30.058
2097,1691,1885,2024-11-03 21:43:30.060
2353,1958,2052,2024-11-03 21:43:30.061
2447,2338,2490,2024-11-03 21:43:30.062
2577,2486,2327,2024-11-03 21:43:30.065
2126,1695,1974,2024-11-03 21:43:30.066
2166,1808,1930,2024-11-03 21:43:30.177
2560,2169,2405,2024-11-03 21:43:30.180
2584,2038,2185,2024-11-03 21:43:30.182
2077,1727,1787,2024-11-03 21:43:30.183
2495,2070,2114,2024-11-03 21:43:30.185
2436,2466,2479,2024-11-03 21:43:30.186
2673,1985,2483,2024-11-03 21:43:30.237
2162,1689,1949,2024-11-03 21:43:30.238
2333,1977,1973,2024-11-03 21:43:30.239
2498,2553,2576,2024-11-03 21:43:30.242
2561,2217,2604,2024-11-03 21:43:30.357
2192,1755,1839,2024-11-03 21:43:30.358
2148,2031,2296,2024-11-03 21:43:30.360
2523,1911,2331,2024-11-03 21:43:30.361
2702,2155,2199,2024-11-03 21:43:30.364
2142,1741,1808,2024-11-03 21:43:30.367
2351,1795,2130,2024-11-03 21:43:30.368
2619,2065,2427,2024-11-03 21:43:30.369
2706,2137,2551,2024-11-03 21:43:30.417
2228,1862,1890,2024-11-03 21:43:30.419
2225,1819,1955,2024-11-03 21:43:30.421
2609,2232,2416,2024-11-03 21:43:30.536
2608,2126,2125,2024-11-03 21:43:30.538
2115,1688,1831,2024-11-03 21:43:30.539
2416,1815,1968,2024-11-03 21:43:30.540
2581,2458,2300,2024-11-03 21:43:30.541
2479,2085,2563,2024-11-03 21:43:30.542
2414,2026,2029,2024-11-03 21:43:30.543
2416,1868,1921,2024-11-03 21:43:30.544
2697,1972,2153,2024-11-03 21:43:30.545
2570,2339,2530,2024-11-03 21:43:30.546
2370,1825,2006,2024-11-03 21:43:30.717
2379,1962,1933,2024-11-03 21:43:30.719
2466,2327,2275,2024-11-03 21:43:30.723
2626,2306,2183,2024-11-03 21:43:30.725
2287,1946,2047,2024-11-03 21:43:30.726
2105,1893,1859,2024-11-03 21:43:30.728
2668,2357,2298,2024-11-03 21:43:30.729
2648,2527,2420,2024-11-03 21:43:30.731
2384,2012,2077,2024-11-03 21:43:30.732
2209,1808,1844,2024-11-03 21:43:30.733
2331,2044,2093,2024-11-03 21:43:30.896
2584,2045,2608,2024-11-03 21:43:30.898
2234,1781,2079,2024-11-03 21:43:30.899
2286,1754,1962,2024-11-03 21:43:30.901
2490,2173,2267,2024-11-03 21:43:30.902
2560,2225,2524,2024-11-03 21:43:30.904
2649,2071,2077,2024-11-03 21:43:30.905
2238,1751,1917,2024-11-03 21:43:30.906
2740,2022,2237,2024-11-03 21:43:30.907
2524,2165,2460,2024-11-03 21:43:30.908
2354,2029,2124,2024-11-03 21:43:31.017
2255,1783,1947,2024-11-03 21:43:31.019
2671,2235,2420,2024-11-03 21:43:31.019
2560,2577,2495,2024-11-03 21:43:31.077
2521,1937,2100,2024-11-03 21:43:31.079
2159,1715,1919,2024-11-03 21:43:31.081
2517,1950,2250,2024-11-03 21:43:31.082
2560,2163,2515,2024-11-03 21:43:31.083
2382,1962,2153,2024-11-03 21:43:31.085
2151,1730,1860,2024-11-03 21:43:31.086
2371,2054,2031,2024-11-03 21:43:31.087
2464,2234,2469,2024-11-03 21:43:31.199
2466,1951,2105,2024-11-03 21:43:31.202
2112,1859,1964,2024-11-03 21:43:31.204
2337,2025,2152,2024-11-03 21:43:31.205
2560,2315,2452,2024-11-03 21:43:31.257
2585,2095,2149,2024-11-03 21:43:31.260
2159,1756,1968,2024-11-03 21:43:31.262
2400,1971,1974,2024-11-03 21:43:31.264
2428,2363,2458,2024-11-03 21:43:31.266
2742,1945,2177,2024-11-03 21:43:31.268
2133,1687,1833,2024-11-03 21:43:31.376
2793,2011,2395,2024-11-03 21:43:31.377
2522,2047,2535,2024-11-03 21:43:31.379
2340,2266,2070,2024-11-03 21:43:31.381
2162,1712,2021,2024-11-03 21:43:31.381
2480,1920,2140,2024-11-03 21:43:31.383
2588,2503,2508,2024-11-03 21:43:31.383
2524,1931,2231,2024-11-03 21:43:31.437
2062,1778,1840,2024-11-03 21:43:31.438
2178,2080,2134,2024-11-03 21:43:31.439
2467,2300,2416,2024-11-03 21:43:31.557
2294,1819,2273,2024-11-03 21:43:31.616
2129,1825,1910,2024-11-03 21:43:31.620
2651,2003,2280,2024-11-03 21:43:31.622
2451,2068,2581,2024-11-03 21:43:31.623
2524,1910,2177,2024-11-03 21:43:31.625
2181,1793,1939,2024-11-03 21:43:31.626
2148,1957,1923,2024-11-03 21:43:31.627
2560,2233,2447,2024-11-03 21:43:31.629
2812,2162,2212,2024-11-03 21:43:31.629
